sentence	label
@ beragya @ ajaysingh0018 Stupid idiot Congress ko hi suicide karneki jarurat he . Mamta ko bhi . 	neutral
@ Mrbean1 _ @_ RHMED _ @ 7rick37 @ arif00sheikh Congress party ne issliye aap ke samuday Ko pichada hua rakhha itne saalo … https//tco/GOQ8SfrcrK	neutral
Kewal RJd hi nahi sare pratipakshi ko yedi majbut hona hai to jativad tatha parivad bad se alag chalna hoga varna a … https//tco/G9kot7lJpm	negative
To all Congress supporters Remember # maukamauka ad on star sports during cricket World Cup Keep your crackers for … https//tco/FcN2GzW6xe	positive
Guruji ki Sena karegi sabka beda paar 👌 . . . . # GauriShankarNamo # NamoAgain # film # India # FridayMotivation … https//t.co/ReP1oQLTvZ	negative
@ IndiaToday Pagol kuute ke samne roti dalna sahi nahi hai yeh sholay me thakur saab bolke geye the logbog 50 saal p … https//tco/I8q5MZX8Co	positive
Ye BAAP hai Ye SAANP hai Ye apne party ka PAAP hai Inko pade JHAAP hai Ab aaplog SAMAJDAR hai kon kis pic ko deno … https//t.co/8loSW9UzTp	negative
@ ZeeNewsHindi Delhi mein to aegi BJP hi . Ab janta ye last over ki lollipop khjli wal ke hi muh pe wapis fenk ke maregi . 	negative
@ priyankagandhi Madam aj ke yuwa ne jab pakoda talne wali Sarkar ko chuna hai is tarah ki cheezen to hongi hi it … https//t.co/zMo8ay4zMi	negative
@ MajorPoonia @ adgpi Jai Hind ... keep on doing Swachch Bharat Abhiyan .. 	positive
@ leelamshawarma Hehe welcome leela !! ❤️❤️ The book fair brings a lot of memories mn 😢😔✊ 	positive
RT @ safa _ lg786 * when you send I love you to Karan instead of Kiran * https//t.co/piiv2ROiUv	neutral
@ aasmakhan _ khan @ nusratyaha Hamare Muslim dharm me jitni ourat ki izzat hai utna Kisi dharm me nahi hai apne modi j … https//t.co/7Ob3UIN59m	positive
@ smnehad Aik aur azeem rehnuma jo kehtey hain k mr jaunga mgr Hyderabad main university nhi bnney dunga ? Rehnuma ka ye level ? 	negative
@ BarackObama _ Tu @ BharatKeVeer4 @ niiravmodi @ RubikaLiyaquat Sun main ni Teri bahan jarur hogi . ar baar dancer buri n … https//t.co/R4GsVvLheV	positive
Hindu jagruti ke bina kuch bhi sambhav nahi he inka muqabla tabhi ho sakta he https//tco/k6VvSek7JR	neutral
@ ANI Sunny deol Hans raaj Hans Ravi kishen jaise log Mp ban Gaye wah modi ji wah Kya development hai kher sahab … https//tco/CnqXZTlYAN	negative
Pichale 10 din me 4 mob linching shanti dooto ne ki sab hindu mar hi gaye per news nahi bana but al takiya ke tahat … https//t.co/4pj4uzL3Dn	negative
LAUNDA SERIOUS Hai .. the best moments in this show . Come on tweeps let's have a look on this epic web series .… https//t.co/axyfWiOQnQ	positive
@ ArvindKejriwal @ ArvindKejriwal itne imaandar log k sath aagaye aapdesh ko 2011 anshan dikhakar aur Anna hazare … https//tco/Gj68KP8CPK	neutral
@ narendramodi What a great thoughts of urs ... Ur true leader of our nation other party leaders r fake in front of u ... I salute u sirjee 	positive
@ AnujShm @ iam _ Against _ Me @ rahatindori @ ECISVEEP @ AnujShm desh se pyar karne ka ye matlab nahi ki desh me pal rahi … https//tco/qLgNh4bzzz	negative
@ vikasspandey @ RammeharDabla @ INCIndia @ RahulGandhi @ IYC @ keshavyadaviyc @ srinivasiyc @ vbwalia @ milinddeora … https//tco/kYNH1F159D	neutral
@ ZeeNews ye jitne bhi congress ke neta hain haram ka maal kha kha kar inki buddhi kharab ho gai hai inse modi ji ki … https//tco/YHraaCCy1l	negative
Aaron finch ki wapsi jaise India me modi ki ek Josh Agya hai Australia me # akstar 	positive
@ rssurjewala america ne ek trf iran s dosti tudwadi aur ab humse import krne ko b tayar nhi dotarfa mar pad rhi h … https//t.co/vyS8W0T74J	positive
All of a sudden lyrics of Bhulleya came in my mind 😭❤ Such an underrated song ! ' Dil to hy parinda asmaan ko maa … https//tco/MhB1L20nvP	neutral
@ royalgurrll Janti nahi ho tou rate minus me hona chaheye tha ?😂 	neutral
@ d _ dj _ rocks 😂😂😂😂🖕🖕🖕 meri darling itna mat karwaya karo ki Apne ap ko hinjdde se mard samjhne Lago Mahole ka kyun l … https//tco/17PQseWq8w	negative
@ indiatvnews Pakistan high commissioner India me nahi hai kya wo iftar nahi rakhege kya aur ye to protocol hai un … https//t.co/WXWO74HQl3	neutral
@ ZartajjGulWazir @ MaryamNSharif Maryam khud dekho tum logo ne Pakistan pr kitna zulam kiya tha or kr rhy ho kuch sh … https//t.co/3pRaWcBLEe	negative
@ narendramodi Help for minority sir sab khushi se jina chahte hai sir hamare bharat ko abaad karo sir islaam ka saa … https//t.co/1KlxVBqV9z	positive
लुटियन्स के love day लग गये 😂😂😂 # AmitShah गृहमंत्री # ModiSwearingIn # ModiCabinet LIVE Modi cabinet portfolio अमि… https//t.co/lgWuX2us4E	positive
RT @ Ishitainsan4 Method has always a positive by meditation and papa aap sath rh kr hume hamesha positive hi rkhna # SecretOfPositivity ht … 	positive
RT @ MooooohR Elementary days areeeee soo colorful . 	positive
@ smartMalik15 Hahahahaha usse kaho jake tel leke aye take u ko tahl saku pakorey ki tarah 😂🤪😱😜🤣 	negative
@ forpav @ JindraPavel @ wasp _ lastchance @ wambudambu79 P á jo ty a zd ěš enty m ů j vzor 🤔 	neutral
amit bhai aapko bhut bhut badhai aur subhkamnaye youtube par 15 milions subscribers hone par aap ese hi tarakki krt … https//t.co/3mt7Q4Yfyt	positive
RT @ THEPANIPURI # SureshBabu's plan works well for # FalaknumaDas https//t.co/XDa3ePa0rl#VishwakSen	neutral
@ anjanaomkashyap Insan kab mehmaan ban k jaane se inkaar karta hai ? Apne mehmano ka qadr karo BJP ka mouthpiece b … https//tco/U1M0wnKOIB	neutral
@ manakgupta @ PiyushGoyal @ PiyushGoyalOffc @ narendramodi Agr usko jail na bhejte to congress wale gala pkdte ki mod … https//t.co/SxYaetuP2B	negative
@ WeUttarPradesh @ kanpurnagarpol @ Uppolice Bahut Hi Dukh Ho raha hai ..... ye kya ho gaya hai kya kanoon ka dar Bilku … https//t.co/rZ11uD2FOM	neutral
I can ditch any food in the world for aloo wale yellow chawal with boondi ka raita . Just love love love ! 💕 	positive
@ ritusoni80 Dega . Patakhe phodega jhaad udayega aur friendly fire mein khud ke jawano ko hi khatm karega . 	negative
@ SHABAZGIL Shukar hai ye pathan nae warna # PTM nay is pr b wae dramay krnay thay In ki harkato ki waja say bht jal … https//tco/u7k1EUYpk3	neutral
@ KhurseedAhmad18 @ ShayarImran Saale jitna safe yaha ho kahi aur jinda bhi nahi rah paoge mandir me nonvag kha raha … https//t.co/mePm3dkq1o	negative
Happy birthday to you 😛🎂 May you have may Nemo 😂 May you have many more years 🎂🎉... Happy birthday to my shah jee 😘 Sa … https//t.co/1TcBUH6Jp1	positive
Amit Shah ji ko home minster ban ne pe bhaut badhai Ab hoga naya 	positive
RT @ YadavAr27945100 @ kgahlot Dichao gaon ka kya . 😝 Kyu jhut bol rha h . Wha se tjhe vote nahi milte isiliye tu wha Road nahi bnne de rha h … 	negative
# SaReGaMaPaLilChamps bravo to the musicians especially the guitarists today ... hamaari adhuri kahaani ... well done ! 	positive
@ anjalijoshi0777 @ yasser _ riyaz Actually aap ek sahi way me conversation nahi kar paati Pehle Hindu Muslim pe boli … https//t.co/pHNr7PM92b	negative
@ Momotaofficial TM v morega ... Jyada aatyachaar krna band kro . warna bangal se bhar ni aayegi .. public ko bewkuf samjh … https//t.co/qfbZCYlrLR	negative
@ immxralmemxrie @ ukebane @ braidedbeige // Yah maaf abangku kelepasan ngomongnya . ( Beneran ga nich . 	neutral
Gosh wasak poso 😭💔 Pero super duper thankful kami @ serialsleeperwp for creating # TheRebelsRival See you next series ! Muah ! 	positive
@ ShilpiSinghINC @ AnandRa78354245 Congress k ghotale ki list itne badi hai ki mai mere twitter per likh bhi nahi paonga 	negative
@ TimesNow Media ab kyun jaag raha hai . Keep sleeping keep blaming congress nehru . All is fine . 	negative
Some People on summer be like * Nahayenge ... Aur jo ni Nahata usko nehlayege 😅 # emiway _ thandai 	neutral
@ anshu2797 Absolutely ryt dear Bt the thing is most of the people ’ s mith ki jal pawah kro to it will be gud for us … https//tco/HfvXBKEGaQ	positive
RT @ pleasekillmenw @ RAC7R Just wait for 30 years . Hum do hamare sau will ensure even the likes of Modi and Yogi fail to return to power . H … 	negative
@ siasatpk @ zartajgulwazir Bus khan sb aap yehi kartay rahan 5 years tak Awam ki koi parwa nahi Naya pakistan hous … https//t.co/IMAog66Qje	negative
RT @ ImSuresh _ insan Happy birthday to you @ ImPoojaInsan Bai Sa ji .🤗🤗🤗💝💝 My lord Saint Dr . @ Gurmeetramrahim Insan bless you with max sewa s … 	positive
@ Nishayadav158 @ abpnewshindi @ AMISHDEVGAN @ anjanaomkashyap @ aashishsy @ anil100y @ Anu _ yadav88 @ DeepakY48006658 … https//tco/wWPXDzv1Ry	neutral
RT @ akki _ dhoni @ akshaykumar is one of the nicest human being alive ... wo kuch galat kar hi nahi sakte koi bole to bhi me believe na karu .😌… 	positive
@ 09Chahal Koe tension aali baat nahi bhai congress aalyan ke to phla t e kutte fail ho rhe the JJP ki bhi chappal tutgi 😂😂🤣🤣🤣🤣🤣 	negative
@ MHafeez22 Bhai ap visit he karea ge bus aur kuch b ne kra sakt 	neutral
Congratulations 💐 My beloved @ narendramodi ji for taking Oath as PM of India 2nd consecutive time .... u r true PM of … https//t.co/PC64rLnygc	positive
@ RVCJ _ FB Kam dhande kr JCB ke chamche 	negative
RT @ igtamil Kholi and Anushka Sharma Love and Love only 😍😍😍 https//tco/b3YpkVAsTI	positive
@ Ahmed _ Mufazzal @ AfreenPargan @ pathan _ sumaya @ asadowaisi @ AimimFansClub @ shaukat _ aimim @ syedasimwaqar @ telangana Mr … https//t.co/VW8kz0YfWA	neutral
@ fawadchaudhry That's really good decision fawad chaudhry Sb Molvi croroo rupiya muft ka kha jaty hain chand ak … https//tco/41jXHmJXpj	negative
@ HamidMirPAK Appka dimagh kharab hogyia hay . Pakistan main rehtay ho Pakistan ka khatay ho Pakistan main bachay p … https//t.co/BDrYniOG2X	negative
@ News18UP Plzzz don't spread fke news m from lko actually wo checking ko mana kr rahe the isse baat ko leke बहस hue 	negative
Kya yahi Islamic roja or ramjaan ki kahaani ye fake ID bata rahi hai ... kya humaare nabi ke bare me ye jo fake id b … https//t.co/24B0CwUyNo	negative
@ aajtak Jai shree ram Jarurat nahi aandolan ki Guruji Modi h to Mumkinn h Pls trust our PM 	positive
@ ZeeNews How can she b First if she is Second . Hadh hai Progaanda ki . Isko kehte hai Bootlicking . 	neutral
@ Imamofpeace @ shuklapinku Much needed ... Bharat mata ki jai Hindustan jindawad . wande matarm ... 	positive
RT @ bxreerah why tf are people still using abbreviations for every word ? “ wt iz ur prlm ” bc kitna time bachate ho in harkaton se 	negative
RT @ iamqfs Juma Tul Wida Mubarak ! 💞 May This Last Friday of Ramadan Bring You All Peace And Prosperity . And May All of your prayers and v … 	positive
@ ashokepandit Bade aadmi hai @ anuragkashyap72 . Warna hamare jaise log to police se sikayat karte . Ye seedhe PM sah … https//t.co/xL2GrMoq4i	neutral
@ PMOIndia Sir 1st of all Congratulations . Sir aap s ek request h . Sir ek law lagu kar do jisme koi bhi person jo gov … https//t.co/cbvvf3AbXn	positive
RT @ parikshitkaul During my recent visit to Varanasi got to know about famous thaggu ke laddoo ( ठग्गू के लड्डू) from Kanpur . Thanks to my … 	neutral
RT @ UrvashiJaiswal7 I ’ ve found this new disease its called LOVE . I know its contagious ’ cause you gave it to me Please @ justvoot @ anupkof … 	positive
RT @ captainPonds Aqel ky roog mar dety hain Ishq ky soog mar dety hain admi hud ba hud nahi mertadosery loog mar dety hain 💕 	positive
Dhan dhan satguru tera hi aasra ... Love you so much pita jii ❤❤❤.... Plzz pita jii seva aur simran jyda se jyda karn … https//t.co/tRSiYCYPGQ	positive
@ pankhuripathak @ RahulGandhi Chor on bail ? Sirf imandar hi jit payega ? Chor Rahul Gandhi Ko koi value nayi ? India n … https//t.co/rIwAMx7QoF	negative
@ Shaikh3030 @ Rayyankhan0 @ WarWounded __ @ Twitter @ TwitterSupport @ IhteshamAfghan @ jack Kbhi bolte ho din me aaye the … https//t.co/DNJ9udrfEn	neutral
@ DrAyeshaSpeaks Asy tabdili ki maa ki chote ye galti to humari hai chale the naya Pakistan k khowab dene ye sub cho … https//t.co/o4Q3BUjJiy	negative
Hiii chotu babie you're so cute !💘 You're actively supporting and participating in streaming always i love that i … https//t.co/Tt0JytXvCv	positive
@ imVkohli @ RaviShastriOfc voh sab toh thik h par party me daaru kam ni padnii chahie 🤘😄 A very happy birthday to the coach ! 	positive
are you even a muslim ? — Ek do Gaali kia De di Log Mazhab pe ajate hain bc . https//t.co/p3JqXdU0cu	negative
wtf kinda bullshit mf business are y ’ all running . I was soooo pissed Bc he was rude af didn ’ t ask if I needed a rec … https//t.co/InS6yFq8V7	negative
RT @ Enes _ Kanter It ’ s all about putting a smile on kids face . Trust me . It ’ s priceless . https//t.co/TgMpTPnECU	positive
RT @ SuperStarBTStwt # SuperStarBTS Official Twitter 1 . 5M Followers ! Thank You So Much ! Always stay with us ! https//t.co/gFZDW7dPAu	positive
Lmao . Whatever makes you sleep well sha . Happy birthday Unku Pineapple 🤣 https//t.co/F0NVKmijJZ	positive
@ narendramodi Modiji Aapko dusare parva ki bahut bahut shubkamanaye .... Aap is Bharat desh ko bahut unchai Tak le J … https//t.co/QOtCisW5tz	positive
@ kuldeep22392246 @ Aleena31643238 @ Simmijag @ Sarthaki1 Once result is declared nothing gonna happen no one can change it aur av wahi Hoga 	neutral
Pti govt ne MASHALLAH bohot change layi hn pakiatan me . hamari duwa hn k es tarha hamara mulk taraqi kare . ALLAH hama … https//t.co/u4PwVLwvne	positive
@ KlasraRauf Promo esase bahut achha banaya ja sakata tha ... Very poor presentation 	neutral
RT @ UKCopHumour 😍 Dino is one of the most amazing puppies we ’ ve seen . It ’ s been a pleasure to be able to see his progress https//t.co/pEv…	positive
I no kids get tat hit man / ur beautiful need tat on ur face ur beautiful love u hj hc love u 💏💏💏💏💏💏💏💏💏💏💏💏💏💓💓💓💓💓💓💓💓… https//t.co/Dkh9DwbX2M	positive
@ sambitswaraj Ldayi achi ki aapne best of luck next tym 	positive
Lucky FAN at Mannat with King Khan after he delivers a box full of king of fruits - Mangoes directly in the hands o … https//t.co/IHNPKlms8W	positive
RT @ Ra _ Bies Every time I listen Modi ’ s speech a thought always crosses my mind “ BC ye Rahul kya kha ke muqabla karega Modi se ” There is … 	negative
@ SarfarazA _ 54 @ faysalquraishi We have we will 🇵🇰 don ’ t worry Allah pak madad kare ga final Mei enhein ko harein gaye INSH Allah 	negative
@ mjdawar @ Twitter @ TwitterSupport @ jack @ IhteshamAfghan Hahaha mohsin bhai waqai ihtesham afghan ko block karwana chahta hain ...... 	negative
Happpy muhhhh fuhhh ’ n birthday @ Sydneyymariee _ ! You already know ‘ 🏁! Be safe have fun ! More life 	positive
@ ammarah30 @ TheRealPCB @ SarfarazA _ 54 Na na na .. Sarfaraz ko hasee a gaee ke ye goray tu 250 saal pehle hi ameer hoa … https//t.co/6YDHx5rYEj	neutral
Kal ka review padh ke man nhi tha dekhna ka kyu ki arsal ko galiya pad rahi thi par lagta hai jiya ko oad rahi hai … https//t.co/NW7FGiKmqu	neutral
@ sushantsareen Sirjee Wholehearted appreciation among intellectuals is rare Hence when u r endorsing new EAM I feel proud abt u . 	positive
RT @ taapsee Coz your first costar will always be lucky 🤗 # GameOver Tamil trailer launch by @ dhanushkraja https//tco/8NPdjDYiVC	neutral
@ GFarooqi Hahahaha wo to sari purane Pakistan ki baten Thai . Ab to Naya Pakistan he un baton ko rafa dafa kren PM . IK 	neutral
@ OfficialABDfan @ ABdeVilliers17 Abey kutte bhonkna band krde mere status pe varna teri maa chod dunga randwe . 	negative
@ dibang Ye aankde chodo buddhe Desh ki janta ne jo aankde dikhaye hai usse pet nahi bhara ya apne baap … https//t.co/wftj4RBQoK	negative
@ HbYoones Omg one of the best food of my life 👌🏼 I forgot the names something like Zeresh with Saffron yoghurt lam … https//t.co/qXjoEEys9n	neutral
@ sweetsoul _ 117 @ DumpedGuay @ khaman _ Dhoklaa @ Sanyaa _ B @_ lol _ life @ Found _ Soul _ @ lefty __ here @ ayesha917 @ VibhutiRaina … https//t.co/oBMHM9DJup	neutral
@ Easyteri77 @ RAVINDER47 @ BarkhaSeth2 @ VaronikaVks @ SomaMukherjii @ jyotsnavarma9 @__ kashyap __ @ sahajyoti3 … https//t.co/jRCDoIXUeZ	neutral
RT @ YearOfTheKraken Without Himanta Biswa Sarma BJP coudn't have pushed through the Citizenship Amendment Bill . And if the BJP had pushed … 	neutral
@ HrithikRules Cant wait for the trailer 😍 Toofan k saath khelenge hum 🤘 	positive
@ CuteALIA8 @ iamsrk @ iamSrkfanking @ iamsrkbiloti @ srks _ righthand @ SRKsAyshu @ SRKsJagatjit @ Nabi _ Hasan786 @ SHAHODx … https//tco/AeAlpZJcMJ	neutral
RT @ mekefe1 World Al Quds Day / # Diyarbak ı r # Turkey People marching for show the solidarity with Palestinians .... # Palistine # AlQuds # KSA … 	positive
@ anil100y Ye log to # Exitpoll 2019 bhi Pahle 4bje bad m 5pm jabki pta tha ki 6 bje tak # matdan Hoga # Bakvas chenal h 	negative
@ theforeverhung1 @ Jha __ Pooja Hehe Rahul Gandhi ki fati hui langot hone se achha hai modi ka chowkidar hona ... Tu bc … https//t.co/5TQdK7jZF1	negative
Happy Pride Month from all of us in Krewe Du Moon ! ❤💛💚💙💜🌈🌈🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈 Naturally we had to post a picture featurin … https//t.co/udKoDtAdWz	positive
@ SKFforlife Hn mereeeee bhaiiiii sbsw best fan of salman nd msd 😍😍😍😍😎😎 	positive
@ ImranKhanPTI Khan sb oppositions k jalso pr pabandi lagayei media k pass itna ziyada time hei jo fazool bakwas pr kharch kr rahey hei 	negative
@ MamataOfficial Dola banerjee happy birthday Mamada banerjee jay shree ram ) Khali Gujarat nahi balki pure desh se ! 	positive
@ rishav _ sharma1 Mere jaise single laundo ka bhi 😭😭🤣 	neutral
@ BBhuttoZardari 126 din ka dhrany may khttak nay kaha ta na k itna zulam karo jitna pir bardasht kar sako Ab bard … https//tco/vsZ4DeyDZO	negative
@ dhruv _ rathee Where is d fucking police .. law nd order ki maa chudi padi h 	negative
@ Ali _ MuhammadPTI Aap ny bhtt axhi taqreer kii . We really appreciate you . # PehleyPakistan 	positive
@ aapkadharam Enjoy life to the fullest Sir . Good night . Rab rakha 🙏🙏 	positive
@ AzeemShamsi12 Lahorion nay is k mun me peshab b nai karna is ki qismt me bus apnay se b kamtar k boot chatna reh gaya he 	negative
@ GautamSethi14 @_ funtoosh _ @ ZaidZamanHamid Hahah roz ka kam ? Roz zaleel hote ho ?? 😂😂 BBC dekh le koi bhi western m … https//tco/3sgs95JrcK	negative
@ Amaals _ srishti @ AmaalMallik Kya humble fans ko maa baap ki gaki de raha tha us dinor ab jab song flop jo gaya to … https//t.co/BrEnla8AUJ	negative
@ ajaydevgn Aj sir hamari support continously aapki taraf bahti hi rahti hai ... ... Thanks for tweet 🙏 	neutral
@ erbmjha @ abhisar _ sharma Hahahahaha BC sonch main dooba hoga aaja @ abhisar _ sharma laundey Scotch 🥃 marega BC 🐷 https//t.co/V531VzgHh9	neutral
@ CMOfficeUP good morning sir please my help you 9756473273 me bhut presan hun 	neutral
Benaam sa ye dard thehar kyun nahi jaata Jo beet gaya hai woh guzar kyun nahi jaata Find of the day - Nida Fazli 	positive
U-turn lene me to ye Kejariwal ka bhi baap hai BC 😂😂 https//tco/Ex4PwjYwpV	negative
@ KBaimeen @ rathodvinod18 @ warispathan @ BJP4India @ narendramodi Ye dekho pichvade ki pedais ! Bhaag khud rha he or du … https//t.co/CWnhItf3Oz	negative
Maa ki gaali deta h Or kahta h ladkiyon ki respect karta hoon 🖕🖕🖕🖕 Bhaiyo iska karta rahta hai Jo maa ko gaali de k … https//tco/4Dxpn0l0N6	negative
@ narendramodi Congratulations My Dear Prime minister Bhagvan se pray karta hu Hamare desh ko app jarur age le j … https//t.co/HDnce8LRb5	positive
@ abpnewshindi @ MamataOfficial @ BJP4India 🎩 off BJP itna nek kaam tumse hi ho payega ... Economist bta rhe h isse GDP 10+ ho jayegi 	negative
@ Dr _ fizakhan is the worst of a journalist one can find .. yar matlb itne chutiye koi kaise ho skte hain .. 😂😂😂 khane … https//t.co/bsLEUEu2lC	negative
Good morning piti 💐💐💐 Piti plz Bless me with more sewa sumiran parmarth 🙏 LuV YoU a Lot Piti ♥️♥️♥️ # PrayerInLotusFeet 	positive
@ pixie _ dust _ 91 Sam ne shibani ko line di hi nahi ... hope hi nahi di toh vanita kyu jaan legi ... i am sure shibani would help them 	neutral
THIS IS MY NEW ACCOUNT I'LL BE DEACTIVATING THE PREVIOUS ONE SOON . BUT DON'T UNFOLLOW FROM THAT ONE BECAUSE PATA N … https//t.co/Oroxg835uS	neutral
RT @ asadsalimx Ded people will be unfollowed aj raat tk mary huwe log nahi chahiyen jo log interact karty are gems baqi sab ko unfollow … 	neutral
@ sanaejaz2 Ta k tum loog phr ikathy ho kr terrorism start kro or puri dunya mai musalmanoo or pak ka nam badnam kro Shame on you 	negative
Hamare captain Shri @ dhaikilokatweet ko 15K hone ki shubhkamnaye Umar se nahi budhbak followers se . Waise umar ab 55 hai . 	positive
@ AmitShah sir ji Is bar Dooud ko nipta Do Nirav modi Vijay malya in sab see kugh nahi hoga ye to rat he kugh na … https//t.co/2PVpv8byvj	negative
@ KPYadavBJP @ AYUSHVISHWANAT1 @ smritiirani @ dtripathi264 Gandhi's congress hinsa per bhasan deta hai karta nahi kar … https//t.co/UDSKfndA0p	negative
@ cp4bhai @ SHIVANI92 _ Or jitao Modi OBC walo ab tumhe samsh me aayega 	negative
RT @ HMVAGHELA2 # WorldVictoriousSaint Duniya Ke Sabhi Mashhoor Bhavishaywaktaao ki Bhavishaywani Taaranhar Parm Saint Rampal Ji Maharaj Ji … 	neutral
@ cmohry mukhya mantri ji Pani ke liye bahut Pareshan Mein Pehli 5-6 baar complaint kar chuka hu ek din ke liye hota … https//tco/TTY0aRYS6g	neutral
@ narendramodi 🦁🙏🏻 Respected Narendra modi ji Congratulations again modi Sharkar ✌🏻👏🏻👏🏻👏🏻 	positive
@ narendramodi Poem ... World Cup ... 2019 ... Victory for India ... Hokar Rahega https//t.co/ulROXZ4HJF	neutral
Awww ! I love you too so so much 💕😘 https//t.co/uhNCyAatUQ	positive
@ Neha _ cnbcawaaz @ IMDWeather @ CNBC _ Awaaz Nice information 	neutral
@ zainabsikander Behen aapki Nazar main ek Ancient book 460 odd pages ki padhkar interpret karna worth a respect … https//tco/ZbmsH4x526	negative
@ FarhanKVirk Ye such he asa hi ho raha he . pesy kamany k chakr me ye log masoom bacho ki zingio se khail rahy he . 	negative
RT @ Rekha1571 @ SiiSingh @ imVicky _ insan Dhan dhan satguru tera hi aasra bahi ji pita ji bless u 	positive
DFM Team Pakistan ... Ye umid nahi thi ... 105-10 106 ka target ... # PAKvWI 	neutral
@ narendramodi @ PiyushGoyal Pnr 2162845873 Modi teri nayi train ka kaisa h ye hal leti hai waiting bahut pr krti nh … https//t.co/okKSy6BCja	negative
@ irenaakbar Mullon ka yahi problem hai See any country other then islamic onesthey hate the country they live in … https//tco/oJw2fWzgv8	negative
# EVMHacking Without any proof leader EVM pe jhut bol rhe EC chup kyu hai koi action kyu ni leta ? Hmlog voters d … https//tco/VOxJY2UaBQ	negative
RT @ ArushTandon @ vindugoel Hi Vindu . If I may India is already a Hindu / Indic / Dharmic * nation *. The debate is around what character should … 	neutral
Mery laptop pe qabza ho chuka hy ab ma match kesy dekho ga UCL ka final 	neutral
Khuda ki maar abi ana shoro hoi h . Mulk ka pesa lootne wala is Nawaz sharif ne tu maa k pait se nikalne me b curopp … https//t.co/pjRKyvnO8h	negative
RT @ AngryRedd Kis chootiya mulk main reh rahay hain . Everyone should buy a gun and use it wherever necessary .. Fuck the law . Fuck the poli … 	negative
@ BajiPlease I hate him to the core but if I'm not wrong shadi dono ne pasand kr k ki haina ? Wo andhi to nahi hai ad … https//t.co/p7yvwhMTQk	negative
@ chintskap I love and admire Raj kapoor sahab more than anyone in this world . Mere dadaji kehte h ki kaise Raj sahab … https//t.co/r5WjxEjdqh	positive
@ narendramodi @ PiyushGoyal Great person of tha world Shree Narendra Damodar Modi apko bahut bahut badhai aap desh k … https//t.co/WcEFy9RXS9	positive
@ squintneon Bhai delete kr de ye tweet agar @ ReallySwara ne wish kr diya ************** age nhi likhunga 	negative
@ HitLer48537678 @ munna _ sinngh @ Wasil86 @ malaahmed2 @ RoshanKrRai Pakistanis doosre countries me khud ko Indians batate phirte Hain lol . 	positive
Modi ji ko credit lene ke liye naya mudda mil gaya . Thanks Modi ji . https//t.co/qCcnJpvFeY	positive
@ sardanarohit Sir ye congress wale janta ke swalo ka samna nahi kar sakte tv Debates per bhi sirf chillate aur jhut … https//tco/rkfgUuFgdt	negative
RT @ MJibranNasir You may recall that injuring of 15 people by direct firing from LEAS in Parachinar was denied all together initially . The … 	negative
RT @ induinsan00 @ insaninsan222 @ mahalgurdeep7 @ Gurmeetramrahim @ Nimmichopra77 @ neenadhir30 @ ManishKasaur @ insa _ mala @ ImPoojaInsan @ RekhaIn … 	neutral
Happiest Birthday Madam Ching Mabia - Rivera The KHALEESI hehe muaah no more sweet words na kay naa nay naga pak … https//tco/5I9WhLyQb1	positive
I'm not really a nalaiq lallu student but these parhaku students should die inkay chonchlay bardasht nahi hotay 😑😑 	negative
@ mrali29018324 @ smasaash @ Sujeetmooknayak Mere superstar bhai jaan hamare desh mein kuch randwai hai jo srif mob bl … https//t.co/5n4ZPpmhEi	neutral
@ kamkamquats I dont like this bc that means hua cheng is kamina and kamina in canon is - 	negative
@ sardanarohit TV debates se sirf logon ke dimag me tatti bhari jaati hai journalists BJP ke anchor ban jaate hain … https//tco/9W84jm6Hhu	negative
@ ferozekhaan Apko b bht bht mubaraK ho 🕋 ALLAH Pak 🤲 apko lambi zindagi 💕 ata frmaye or apko har museebat preshani sy ba … https//t.co/okOgzs1Tbl	positive
@ smritiirani Bilkul sahi kaha aapne ... Jis tarah haar ke baad bhi aapne kaam karna nahi choda ye darshata hai ki Ka … https//t.co/DhI8EBkAm3	positive
@ peaceforchange @ Matiullahjan919 Pakistan ke wajood ko khatra he Pakistan ke Dushman Pakistan ke andar hain bhai Sa … https//t.co/Yyqu8pp1pV	neutral
RT @ sonytvuk Be the one of the first ’ s to get a glimpse of Bharat only on # TheKapilSharmaShow this weekend at 930 pm . # SonyTVUK @ Being … 	neutral
Jam kamal ki Eid k bad waise bhi chutti honi hain . or isy waja se horahi hai k is ne collective partner's ko ignore … https//t.co/dP4ROkEKhb	neutral
@ fawadchaudhry minister shab necta nahi nacta huta kissi hathi k bachyy 	negative
There's no great feelings like praying Subh and Isha on time . Studies shows that praying those two sallah on time increases healthier life . 	neutral
@ PakSarfrazbugti Aaj Bughti sb ne jo vedio share ki he . Is vedio ko koi media nahi chalaye ga . Is se Mengal sb ki r … https//t.co/oPUlc7HDHa	negative
@ SanjayAzadSln Abbey Dalle Beti ko molest karne ki shikayat karne gaya Bap ki Tere Jija or Sasuraliyo ne jo Boti Bo … https//t.co/3ZaaCjVpYE	negative
@ Poonam59441855 @ narendramodi Khud ko dikho aur ek baatmujhe tum jaise aurat ko follow karne ki jarurat nahi hai j … https//t.co/wS81KzDvhQ	negative
@ saisantoshlov @ punitpatel12345 @ Aman _ Srk4life Waahh Saale ab kabhi nahi likhunga tere liye 	negative
